target_icd,rank,prs_icd,auc
M10,10,N18,0.5298845254525504
M16,1,M16,0.5883252056635018
M16,2,M17,0.5440053703203046
M16,3,M19,0.5357052362679282
M16,4,M51,0.5231346393875749
M16,5,M47,0.5228421761449583
M16,6,E66,0.5206665276613998
M16,7,G56,0.5185333444789498
M16,8,M50,0.5151134629611261
M16,9,I50,0.5119334043837598
M16,10,M96,0.5112400789294709
M17,1,M17,0.5821443293393317
M17,2,M19,0.5512304257034472
M17,3,M16,0.5386201004624519
M17,4,E66,0.5358972025126
M17,5,G56,0.5302171241126072
M17,6,M47,0.5297840399411189
M17,7,M51,0.5288091462427627
M17,8,M50,0.5206040481383318
M17,9,I10,0.516852365900773
M17,10,I50,0.516825686917385
M19,1,M19,0.547877988232531
M19,2,M17,0.5470872149256213
M19,3,M51,0.5357304562819477
M19,4,M16,0.5342392324058388
M19,5,M47,0.534199493545576
M19,6,G56,0.5327251576277982
M19,7,E66,0.5311116189908317
M19,8,M50,0.5277581821948225
M19,9,F32,0.5222330917402119
M19,10,I71,0.5189174043875066
M32,1,M32,0.5688473819792035
M32,2,M05,0.559833557105451
M32,3,E03,0.5509042915473726
M32,4,G35,0.544958812841311
M32,5,S72,0.5379777177937884
M32,6,N20,0.5368508882689077
M32,7,M06,0.5358946790103096
M32,8,I83,0.5320657183659825
M32,9,D05,0.5301970631971793
M32,10,J43,0.5265126031716187
M41,1,M41,0.5464904225091872
M41,2,M17,0.5379581823259656
M41,3,M47,0.5364166259225788
M41,4,M19,0.5324177310197924
M41,5,M51,0.531606572332861
M41,6,M50,0.5228240136378361
M41,7,K44,0.5208968208572412
M41,8,L57,0.5202969703951619
M41,9,M16,0.5184427306105261
M41,10,F32,0.5181040259263395
M47,1,M51,0.5597323748309998
M47,2,M47,0.5522903365340078
M47,3,M50,0.5481719755288508
M47,4,M19,0.542274913221442
M47,5,M17,0.5392593017633748
M47,6,G56,0.5350556566531652
M47,7,M16,0.5336361365835101
M47,8,E66,0.5309438857778642
M47,9,F32,0.528888790809621
M47,10,F33,0.5245368418943309
M50,1,M51,0.5616929754335271
M50,2,M50,0.5608982694046912
M50,3,M47,0.5550247789206104
M50,4,G56,0.5342999900997412
M50,5,M19,0.5314079282085598
M50,6,M17,0.5292057357774597
M50,7,G43,0.5266201294050268
M50,8,M96,0.524934820083702
M50,9,F32,0.5242858947047029
M50,10,M16,0.5230528656538086
M51,1,M51,0.571402873311772
M51,2,M47,0.5553060302494621
M51,3,M50,0.5527447592061228
M51,4,M19,0.5361989319743494
M51,5,M17,0.5339654149297314
M51,6,G56,0.5311351164062403
M51,7,M16,0.5292560236291121
M51,8,E66,0.5273091714215914
M51,9,F32,0.5233347173486084
M51,10,M96,0.5216073287424388
M81,1,M81,0.5591420534307413
M81,2,S52,0.548610060734826
M81,3,S42,0.5392239929741705
M81,4,S82,0.5385848727305255
M81,5,S72,0.536116751366223
M81,6,S32,0.5317490562311578
M81,7,S22,0.5260595832362638
M81,8,F32,0.521798783963029
M81,9,K44,0.5190396379062885
M81,10,F33,0.5179797722438728
M86,1,E11,0.5449683366565736
M86,2,E66,0.5407003974971377
M86,3,I70,0.5388750876911098
M86,4,M19,0.5363775533691062
M86,5,M16,0.5345433182207436
M86,6,M96,0.5338335050202611
M86,7,I50,0.5322770821806907
M86,8,M17,0.5310825271517867
M86,9,G56,0.5267241833163272
M86,10,M51,0.5252605652092378
M96,1,M17,0.5635176289123983
M96,2,M19,0.5542500348135914
M96,3,M16,0.5520901626381176
M96,4,M51,0.5517977035631855
M96,5,M47,0.5393982533417966
M96,6,G56,0.5361816957174032
M96,7,M50,0.5307897846825246
M96,8,E66,0.5262028823504601
M96,9,I70,0.5261535506219659
M96,10,I10,0.5238566793435486
N18,1,I10,0.5397646067591253
N18,2,E11,0.5383584786311845
N18,3,N18,0.5366627439055995
N18,4,E66,0.5331816776555139
N18,5,I71,0.5287487313755587
N18,6,M17,0.5276262930490027
N18,7,M19,0.5253695213289449
N18,8,I50,0.5250898622773105
N18,9,M51,0.5247475625207131
N18,10,M50,0.522489227652927
N20,1,N20,0.5939542628303249
N20,2,E66,0.5239857297354349
N20,3,E11,0.5231831267159712
N20,4,I10,0.5213785555480935
N20,5,F41,0.5170787221006399
N20,6,F32,0.5169596704984969
N20,7,I71,0.5163754788454065
N20,8,I48,0.5163115959233683
N20,9,F33,0.5162236629532974
N20,10,K80,0.51604108225289
N40,1,N40,0.5860611089302435
N40,2,N41,0.5201995140088399
N40,3,D32,0.5125759670560902
N40,4,D25,0.5118822555940002
N40,5,M16,0.5115820634336644
N40,6,N42,0.5113498759871766
N40,7,N43,0.5113100732017104
N40,8,F33,0.5099227954410016
N40,9,F32,0.5096973480012806
N40,10,I10,0.5092381103830012
N41,1,N40,0.588660549980503
N41,2,K57,0.5202906761889872
N41,3,N41,0.5174566399701546
N41,4,I10,0.5166812827451018
N41,5,D25,0.515012338382611
N41,6,D24,0.5149187436023032
N41,7,D32,0.5146809221580136
N41,8,G58,0.514002878731232
N41,9,G47,0.5128324558742813
N41,10,E16,0.5126318766121728
N42,1,N40,0.5956245810493788
N42,2,N41,0.5276259835011581
N42,3,D25,0.5208334078150129
N42,4,M16,0.5206693846654824
N42,5,I72,0.5202904126128393
N42,6,N43,0.5176544179922099
N42,7,N42,0.5162455112516969
N42,8,S32,0.5160916488547777
N42,9,I26,0.5135319372342518
N42,10,G25,0.5130676081661824
N43,1,N43,0.5512124890918554
N43,2,K40,0.5199529745798033
N43,3,N40,0.5149182116329494
N43,4,M17,0.514078804820377
N43,5,E11,0.5139568319163472
N43,6,I42,0.5138845892033642
N43,7,G25,0.5138776892152258
N43,8,I10,0.5138481044230486
N43,9,I83,0.5123250817563479
N43,10,I50,0.51228672255791
N62,1,N62,0.5893068598959265
N62,2,N81,0.535989670131917
N62,3,K43,0.5357530713592893
N62,4,F60,0.53064174730785
N62,5,E66,0.5276518587308956
N62,6,K50,0.5274970657268087
N62,7,G56,0.5273078979990725
N62,8,F32,0.5259198102519762
N62,9,K60,0.5249790684580145
N62,10,N80,0.5247170426387592
N80,1,N80,0.5664772519605726
N80,2,D25,0.5343320431414762
N80,3,M51,0.5260468688224619
N80,4,N81,0.524321195044707
N80,5,K43,0.5215247220254312
N80,6,M47,0.5197662688579794
N80,7,M50,0.5196863199488473
N80,8,G43,0.5167640931726127
N80,9,K51,0.5147321710668801
N80,10,M19,0.5146222589021574
N81,1,N81,0.5792627792871241
N81,2,K40,0.5253048676636227
N81,3,K57,0.52260546166141
N81,4,K44,0.5202361356688394
N81,5,K43,0.5178014979389751
N81,6,M51,0.517747032879737
N81,7,K42,0.5165656409463769
N81,8,G43,0.5158474024635695
N81,9,N80,0.5150810543029462
N81,10,I71,0.5139545981099874
O03,1,J43,0.5502340982947939
O03,2,M10,0.5484288001769209
O03,3,F33,0.545274490969869
O03,4,N42,0.5446149486457983
O03,5,O26,0.5407442743418877
O03,6,M96,0.539665642857823
O03,7,K42,0.5385518759452355
O03,8,C34,0.5377945288248628
O03,9,G43,0.5373639607683924
O03,10,M19,0.5371457723917994
O26,1,K81,0.6355370604118666
O26,2,O03,0.5957075347915136
O26,3,E03,0.5851919268589326
O26,4,F60,0.5847184626011217
O26,5,D24,0.5821427602695117
O26,6,J84,0.5794230793282943
O26,7,O26,0.5772502644067002
O26,8,M41,0.5736440913294873
O26,9,G43,0.5705337092943523
O26,10,I27,0.5701987412559086
S22,1,S22,0.5341499386044674
S22,2,M81,0.5309722063588261
S22,3,S52,0.5274852983151386
S22,4,S82,0.5249797055800636
S22,5,S32,0.5248626375200958
S22,6,S42,0.5237007425009524
S22,7,S72,0.5222714393710535
S22,8,F32,0.5201210165059735
S22,9,F60,0.5182210910669445
S22,10,F10,0.5159566335382704
S32,1,M81,0.541188063194081
S32,2,S72,0.5343176542205559
S32,3,S42,0.5309197151975723
S32,4,S22,0.528162057763841
S32,5,S52,0.5279113240160949
S32,6,S32,0.5272387448280385
S32,7,S82,0.5138431730373862
S32,8,D05,0.5131854481928542
S32,9,F03,0.5128024097142315
S32,10,F32,0.5125715488809618
S42,1,S52,0.5391238181513935
S42,2,S42,0.5382757628229293
S42,3,M81,0.5311406499105352
S42,4,S72,0.5306950059131122
S42,5,S82,0.5223385084595119
S42,6,S32,0.5183011061241866
S42,7,S22,0.5156593004730855
S42,8,M05,0.5090543861731244
S42,9,D24,0.5090112501754354
S42,10,F10,0.5088812393980786
S52,1,S52,0.5790791774148816
S52,2,S82,0.5556318600880571
S52,3,S42,0.5461470688520765
S52,4,M81,0.537021454716656
S52,5,S72,0.5244444867529912
S52,6,S32,0.5217510762389392
S52,7,S22,0.5175049924239453
S52,8,F32,0.5133880060343747
S52,9,N20,0.5102551155563823
S52,10,F10,0.510006678378654
S72,1,S72,0.5506784595969133
S72,2,S52,0.5378951297120999
S72,3,M81,0.537533562437363
S72,4,S82,0.5374990895843702
S72,5,S42,0.5317412452463419
S72,6,S32,0.5268687418201171
S72,7,S22,0.5206764731832376
S72,8,M06,0.5158425126919675
S72,9,E05,0.5142909398557562
S72,10,M51,0.5137893032204162
S82,1,S82,0.5443249150818824
S82,2,S52,0.5417918725292883
S82,3,S42,0.5284773946855036
S82,4,S32,0.5228695044025776
S82,5,S72,0.5215998100595234
S82,6,M81,0.5215234637917097
S82,7,S22,0.5197658014269194
S82,8,I48,0.5141252658612455
S82,9,J35,0.5138358967083683
S82,10,F10,0.5123879722058633
