target_icd,rank,prs_icd,auc
I25,3,I21,0.5853727490750339
I25,4,I10,0.5644365379973646
I25,5,I71,0.5615104881645437
I25,6,E78,0.5547287218278028
I25,7,I70,0.5482428724753119
I25,8,E11,0.5418347184255152
I25,9,E66,0.537623520229056
I25,10,I48,0.5355234232588172
I26,1,I26,0.6026174955874999
I26,2,I80,0.5934266724517864
I26,3,I63,0.5302952470569866
I26,4,E66,0.5286745080019662
I26,5,I71,0.5257155662128083
I26,6,K80,0.523782727488849
I26,7,M17,0.52109076131138
I26,8,I83,0.5205056144759915
I26,9,I69,0.5202429146456448
I26,10,I50,0.5194151623949937
I27,1,I71,0.5429505082890137
I27,2,E66,0.540327898184746
I27,3,I50,0.5397481045083398
I27,4,I10,0.5383696942324608
I27,5,M17,0.5361006028345582
I27,6,I70,0.5360701254339487
I27,7,I48,0.535610724008569
I27,8,M19,0.5316816538710626
I27,9,M47,0.529535832183686
I27,10,E11,0.5287453493719406
I42,1,I10,0.5520874885425916
I42,2,I50,0.5435445347772315
I42,3,I42,0.535981427009079
I42,4,I48,0.5358977969293526
I42,5,I71,0.530018969444397
I42,6,E66,0.5259369920728054
I42,7,M17,0.525441607286747
I42,8,I63,0.5178357301391933
I42,9,O03,0.5172670110441001
I42,10,I70,0.5168353994357345
I48,1,I48,0.6100002518676315
I48,2,I50,0.5539756060945933
I48,3,I42,0.5485137692148052
I48,4,I71,0.5396319995546744
I48,5,I10,0.5396247300689037
I48,6,K35,0.5306801362741398
I48,7,E66,0.5278022175154695
I48,8,I63,0.5266838800797854
I48,9,M17,0.520382152536852
I48,10,I25,0.5189835779053986
I50,1,I10,0.5600414259426888
I50,2,I50,0.5554264712588998
I50,3,I71,0.5539300520614784
I50,4,I48,0.5527362535223773
I50,5,E66,0.5481906251610681
I50,6,I25,0.5470224254552527
I50,7,I20,0.5445205575346374
I50,8,I21,0.5426231424807513
I50,9,E11,0.541849994042361
I50,10,I70,0.5383609033511678
I63,1,I10,0.546889008204062
I63,2,I63,0.5459108858464833
I63,3,I48,0.5393950669056842
I63,4,I71,0.5390156752772657
I63,5,I69,0.5366481796126056
I63,6,I21,0.5318676472804593
I63,7,I25,0.5314610546558931
I63,8,I20,0.5287419053250294
I63,9,I50,0.5269930587401623
I63,10,I70,0.526213366278404
I69,1,I10,0.5544273893119439
