icd,auc
A04,0.552958742555736
A08,0.5589812611593109
A09,0.5485609052150153
A41,0.5771530126650504
A49,0.5577982647348957
A60,0.5487224397229086
A63,0.5513827415514839
A69,0.596215884002045
B00,0.5342980365623438
B01,0.5233011574189907
B02,0.5247104224739519
B07,0.5298095628027019
B27,0.5848534411964401
B34,0.5318540220290805
B35,0.5173709046322752
B37,0.5487881225488856
B86,0.5931816713427385
B99,0.5715057592034578
C34,0.5578231320864139
C44,0.6187186027891447
C83,0.5993331724539926
C85,0.5991636369255535
C90,0.5790509364329942
C91,0.5919427563364383
D03,0.6164788819132496
D04,0.5897314448470306
D05,0.5717874423392988
D09,0.5560032071878737
D12,0.542490206996108
D13,0.5531139020101101
D16,0.5716278600085962
D17,0.5400665712445759
D18,0.5300783178240922
D21,0.548524141844929
D22,0.5305603054235194
D23,0.5362367073303057
D24,0.5581160707711402
D25,0.5742689916548833
D27,0.6138048757035307
D31,0.5532891988133536
D32,0.5463365481518853
D33,0.5665462857513971
D35,0.5495068784352454
D36,0.5392954926414609
D47,0.5567214980140309
D50,0.5403925141575792
D51,0.5647215960322711
D58,0.56410336288611
D62,0.5511677645622842
D64,0.5362596136859441
D68,0.6067790931173206
D69,0.5266356255812046
D70,0.5376799419607601
D72,0.5423622972228751
D75,0.5133947345414235
D86,0.5620688812970697
E03,0.6138021222291874
E04,0.5706438751135563
E05,0.5982567273592128
E06,0.6289303268233265
E10,0.6022855997070885
E11,0.6428473466765993
E16,0.5650577548834029
E21,0.5605009756499907
E22,0.5485485948123019
E23,0.5560201469423485
E27,0.5555410931488061
E28,0.5426171149065971
E29,0.547367378521663
E34,0.544199560560314
E66,0.6107530489141965
E73,0.5697820644486289
E78,0.586173149480592
E83,0.5468818587289005
E86,0.5675474145797542
E87,0.5653477790879138
F02,0.6807029135575765
F03,0.6419831743149719
F05,0.6206743695888182
F06,0.5519179987366065
F10,0.5858769156879527
F11,0.6261609132842568
F12,0.5980194537851049
F13,0.6351790967771338
F15,0.6367137396388204
F17,0.6112288132828116
F19,0.6085703201507415
F20,0.6178595503216605
F22,0.6084256821861003
F25,0.606417768481898
F29,0.5928648792708183
F31,0.6081206557526236
F32,0.5634725004156932
F33,0.5602542650368559
F34,0.547430166767231
F39,0.5620428312148497
F40,0.558727443760343
F41,0.5608388551401532
F42,0.5461122170645123
F43,0.5466126143969963
F44,0.56808440848183
F45,0.5463254873556022
F48,0.5685228730820481
F50,0.5740408979948016
F51,0.5358137741246239
F60,0.5801158173540757
F90,0.5556769439352633
F99,0.5978774705828694
G20,0.5586916898758287
G24,0.5449850499890943
G25,0.5724004992463603
G30,0.735431055536781
