icd,auc
A04,0.5386518929791542
A08,0.5181861773146875
A09,0.5000786118614406
A41,0.5450281824958272
A49,0.5214097795873949
B00,0.5365392346536901
B02,0.5016406947243002
B07,0.5136848181122559
B34,0.5385861133697678
B35,0.499859339899618
B37,0.5236782939956389
B99,0.5175995877231877
C34,0.5436444882798273
C44,0.5907133635068618
C83,0.513775407895662
C85,0.5128330831543115
C90,0.5273062938879083
C91,0.6070068244802966
D03,0.5429621027480622
D04,0.5654453455375604
D05,0.5547564379465558
D09,0.4957455809093505
D12,0.5629001124636213
D13,0.5184101525795403
D16,0.5322296230796831
D17,0.5486721098404103
D18,0.49927244020956496
D21,0.5244116066571097
D22,0.5205643839302322
D23,0.5145168340033336
D24,0.5397968449869787
D25,0.5689028497251225
D27,0.5129211172810388
D32,0.5499912800822552
D33,0.5201964051866098
D35,0.5025856713706539
D36,0.5138298301051749
D47,0.528625734949002
D50,0.5286829467487688
D51,0.5399999622782491
D64,0.5033198035592296
D68,0.5405897367312593
D69,0.4980821369505737
D70,0.49818092197616703
D72,0.5062609893293952
D75,0.505762489453463
D86,0.5444657822729602
E03,0.6284492551623079
E04,0.6256236317172452
E05,0.574563139711361
E06,0.5700110071954304
E10,0.6101784568311479
E11,0.6308430344125007
E16,0.5490597219201787
E21,0.5716126228474926
E22,0.5138880875225795
E23,0.5180212975434999
E27,0.515584633620914
E28,0.5354937026573934
E66,0.5899310927744612
E78,0.5614069902986071
E83,0.5071439000733867
E86,0.5316214174851153
E87,0.5064924617135821
F02,0.5901081880040508
F03,0.6220477583994614
F05,0.5365202098504288
F06,0.5506593639855156
F10,0.5561960900890083
F17,0.5672765192016327
F20,0.5385941079741952
F22,0.5170645697297231
F31,0.5276509371546488
F32,0.5445005757866704
F33,0.5326621874497541
F40,0.5426157507186102
F41,0.5509088336792193
F43,0.5669933387038608
F45,0.5350778933059328
F60,0.5567648880627865
G20,0.5131348824502148
G24,0.528503797437214
G25,0.5503892615859893
G30,0.651118682494205
G35,0.5720017120677112
G40,0.5313968969513353
G43,0.5643539271463602
G44,0.5457687735435197
G45,0.5326833427801331
G47,0.5493765499639224
G50,0.5173678787906077
G51,0.5350505401082705
G54,0.5235818043470721
G56,0.5705683834587464
G57,0.5162276052934546
G58,0.543398675289672
G61,0.5251422291172244
G81,0.5234586162752547
G93,0.5172880083941536
G95,0.5293148146418566
H00,0.5222359885349749
H01,0.50560862715605
H02,0.5043064005696354
H04,0.5108196382971519
H05,0.5294773131395737
H10,0.5262758281335311
H11,0.5147312126421004
H16,0.5344673287830026
H18,0.5396259594964938
H20,0.5037560959806644
H25,0.499057599410595
H26,0.4981835886750778
H33,0.5470011321193532
H34,0.5093397698422786
H35,0.5453345199554328
H40,0.6002793804829895
H43,0.5010966655374627
H47,0.5042880746025349
H49,0.5162046253314267
H50,0.5196828184104383
H52,0.5004687994788155
H53,0.4987705548897772
H54,0.5092272399218271
H57,0.4996376662551428
H60,0.5330972066419558
H61,0.5071709855714189
H65,0.5201620080605203
H66,0.5301781318084303
H72,0.5278165880397969
H81,0.5065725925494929
H83,0.5348425586150063
H90,0.5059230789799198
H91,0.4890545010981423
H92,0.5321118052154739
H93,0.48418900264361064
I10,0.5950898999793622
I12,0.5456827792945453
I20,0.5943073743120388
I21,0.6029559275324357
I25,0.5867525363605194
I26,0.6111138321769412
I27,0.5392549741705377
I31,0.511845039806433
I38,0.49488183541027186
I42,0.5362828385282029
I44,0.5411340307195104
I45,0.5221905459678464
I46,0.5368481132143479
I47,0.5335348211173482
I48,0.609633379011527
I49,0.5040026722588105
I50,0.5672844168918347
I51,0.5111727125495491
I60,0.521792203960607
I61,0.5110524168521119
I62,0.5016531416119377
I63,0.554322024604521
I67,0.5279292963965023
I69,0.5370734171421211
I70,0.5724055035412665
I71,0.5489962476845747
I72,0.5349619932676203
I73,0.5357152667945061
I74,0.5751841816465044
I80,0.5938036386205445
I82,0.5454089992284187
I83,0.6239282044873974
I85,0.5700208746202705
I86,0.5252900494121668
I87,0.5384295343664248
I89,0.522824447521668
I95,0.5373793454402653
J00,0.5242836838918997
J02,0.5023574169289646
J03,0.5305544752013561
J06,0.4975579645687357
J12,0.5388043528313864
J15,0.5244832483776882
J22,0.5281835099494533
J30,0.5148527087737623
J31,0.4976335350878218
J32,0.5051545366188056
J33,0.6198060785961249
J34,0.5244979131666496
J35,0.5363503539145408
J38,0.5151554506724647
J40,0.5396148125035722
J42,0.572772096468031
J43,0.5755423139363414
J44,0.5895281141746125
J45,0.5713109922778121
