icd,auc
A04,0.5354121075049705
A08,0.5360564114709494
A09,0.5039293824443077
A41,0.5261031602317442
A49,0.5114992993849121
B00,0.48984606286095234
B02,0.5071413703662166
B07,0.5170057451600883
B34,0.53293343359739
B35,0.5145980093423902
B37,0.5269150252482336
B99,0.5204777770978357
C34,0.555942297314997
C44,0.592200280850331
C83,0.5058198739183539
C85,0.5346281835282052
C90,0.5352414447725441
C91,0.6199204715872085
D03,0.5299000993587007
D04,0.5569439722683237
D05,0.5612201469666739
D09,0.5051130607406146
D12,0.5722223811326531
D13,0.5076816163701311
D16,0.49938142493336174
D17,0.537957227634828
D18,0.5069773970579854
D21,0.51906200989236
D22,0.5554745689520382
D23,0.5264123513726349
D24,0.560986249796505
D25,0.5690634103139858
D27,0.5240782154399217
D32,0.5485566800239846
D33,0.52661816598753
D35,0.515690753082166
D36,0.503364712058697
D47,0.5088497478389172
D50,0.5287877619056423
D51,0.5327395633960804
D64,0.5208635084257995
D68,0.5301742386053763
D69,0.5141415665861259
D70,0.4999663039915647
D72,0.519592280046552
D75,0.5031897468665438
D86,0.5879365969856927
E03,0.6233049697947326
E04,0.6323727456753242
E05,0.574564510889585
E06,0.5741739661014996
E10,0.6023246490311408
E11,0.64249329601934
E16,0.5806333429852057
E21,0.5699370890028304
E22,0.5242275021322631
E23,0.5119851237658031
E27,0.5138542987598266
E28,0.5445445874259678
E66,0.5892842041792027
E78,0.5789490064077422
E83,0.5213076192729318
E86,0.5331917966864218
E87,0.5349288376399103
F02,0.5174803316592084
F03,0.5319575849456819
F05,0.5257097966354914
F06,0.5298874734059238
F10,0.5635629243635343
F17,0.5528720191975078
F20,0.5485916839492077
F22,0.528750019790386
F31,0.5547117034506094
F32,0.5575743751770095
F33,0.5644346690800449
F40,0.5389113150101159
F41,0.5524929077767503
F43,0.5790937419612625
F45,0.5421695672884842
F60,0.589176932642053
G20,0.5025320618301978
G24,0.5090696138571347
G25,0.5623275370076916
G30,0.6263241998273502
G35,0.5733979262153703
G40,0.5291148888241872
G43,0.5713700196905369
G44,0.555969252644455
G45,0.5348481133885533
G47,0.5683746427990733
G50,0.5103251610257654
G51,0.5228070636137466
G54,0.5634243400648333
G56,0.5894111227787308
G57,0.5494436004445551
G58,0.5554210940599814
G61,0.4904380518730796
G81,0.5305312840005869
G93,0.5255457755965887
G95,0.5385364127043138
H00,0.5428750899560876
H01,0.5017646410550237
H02,0.5090973259975633
H04,0.5088214156432501
H05,0.508863712400574
H10,0.511948051541365
H11,0.5009187426143217
H16,0.5196732764911248
H18,0.5427435843174119
H20,0.5009013274841772
H25,0.5041966644028026
H26,0.5465572876626084
H33,0.5639012547514684
H34,0.5103807680256472
H35,0.5399498403895047
H40,0.6079053547361692
H43,0.5340825921502814
H47,0.5274036170270178
H49,0.5003854675007434
H50,0.500386311496145
H52,0.49955043219851575
H53,0.5273664957321392
H54,0.5206982776842751
H57,0.52126296097528
H60,0.5368251099585587
H61,0.5146412288246286
H65,0.5266320821680199
H66,0.535655451802474
H72,0.5696439545383837
H81,0.5300290843507107
H83,0.5216901651822979
H90,0.5146145932726579
H91,0.5336117784329606
H92,0.5305411034275895
H93,0.5156318944898596
I10,0.605776692417163
I12,0.5587616960457926
I20,0.5971899005482685
I21,0.6043537118186615
I25,0.5955039404557496
I26,0.6056858474426643
I27,0.5557390242098034
I31,0.5188075073054108
I38,0.5237365952595119
I42,0.5507592823163526
I44,0.5306134562696984
I45,0.5362490921625765
I46,0.5444191981318897
I47,0.5538376831118829
I48,0.6119124048855614
I49,0.5551338900680254
I50,0.575699955537198
I51,0.5518985053287054
I60,0.5126477476037097
I61,0.495864391456441
I62,0.49706758811996127
I63,0.5498128576211384
I67,0.5454541772902246
I69,0.5589571570844932
I70,0.5866031028122687
I71,0.5591910589937612
I72,0.5571496851168105
I73,0.5534578650527906
I74,0.5473600250875003
I80,0.5944840206330785
I82,0.5442471668559944
I83,0.6341970459954589
I85,0.5814679858652572
I86,0.5436048646189693
I87,0.5581401972227436
I89,0.5341739167944722
I95,0.5279358983861397
J00,0.5268787450657078
J02,0.5333792038638892
J03,0.5176439298718619
J06,0.5334919355044542
J12,0.5348802861259568
J15,0.5286392440540606
J22,0.5194831520111354
J30,0.5519135212359862
J31,0.5254755046025776
J32,0.5452956861372459
J33,0.636069457111284
J34,0.5416439974455683
J35,0.547687340099925
J38,0.5191993856126389
J40,0.5588089301912351
J42,0.5617162985913072
J43,0.5831257866631748
J44,0.5654986991187968
J45,0.571457668297549
J47,0.5142555230245156
J69,0.5259979450378821
J84,0.5614388288618188
J91,0.5037145403661131
J93,0.5255835584574086
J94,0.5281911215777996
K06,0.5226426331399922
K08,0.511572243006591
K11,0.5130360276561116
K12,0.52401724660215665
K13,0.506617993121167
K14,0.5188810875203944
K20,0.5441182018376062
K21,0.5427165284896601
K22,0.5440003939830275
K25,0.5283754521785391
K26,0.5285373370092279
K29,0.5334513654833244
K30,0.5232073513212834
K31,0.5309991063081605
K35,0.5571762104917475
K40,0.5964147989890128
K42,0.5963113989315941
K43,0.5678647727874359
K44,0.5545360843312678
K46,0.533857849032343
K50,0.6045135950124384
K51,0.6010812580402211
K52,0.5308069532609399
K55,0.5211524565059793
K56,0.5186833400427241
K57,0.5831977572575738
K58,0.5454745318714196
K59,0.5327634667787511
K60,0.5608433678372321
K61,0.5305151768996794
K62,0.5328031148008902
K63,0.5544058958896401
K64,0.5323594777781443
K65,0.521989700690828
K66,0.5285471865209173
K70,0.6145786908589431
K72,0.5419748023117337
K74,0.5909478843818254
K75,0.5640844766859496
K76,0.5631126460802057
K80,0.5747667913789641
K81,0.5639404002634435
K82,0.5338172177891071
K83,0.5451680215708304
K85,0.540934005447711
K86,0.5280413959665815
K90,0.5189190100134833
K91,0.5193754789917643
K92,0.5241086320910928
L02,0.533733411780641
L03,0.5386013893253628
L05,0.5731925721084318
L08,0.5330251282072478
L24,0.5033090022106208
L27,0.5090951122001154
L29,0.5294416378263602
L30,0.5724889782017867
L40,0.6061215264023914
L43,0.5770435615235662
L50,0.5370285619912576
L53,0.5170032731459979
L57,0.5480917086886622
L60,0.5248602787350128
L71,0.5381663651007592
L72,0.5357006714019036
L73,0.529941796414477
L81,0.5241083964456801
L82,0.5438284093622088
L84,0.5083547650407764
L85,0.5237906081940866
L89,0.5341787037319421
L90,0.5249378033650506
L91,0.5293374164884912
L97,0.5656308532459525
L98,0.5223382738627801
M00,0.528522013744943
M05,0.5874663762385712
M06,0.5516813189918963
M10,0.6338876926693946
M13,0.5458189340431306
M15,0.5719456585550228
M16,0.5887535781508011
M17,0.5831235787724992
M19,0.5583687532468417
M23,0.5582513990663267
M31,0.547038484545431
M32,0.5679968970893573
M35,0.5494628147905938
M40,0.5339363621772479
M41,0.5554279206081164
M45,0.5337069228159009
M47,0.5668401930055983
M50,0.5726617198151699
M51,0.5760699155432795
M66,0.5179379846324663
M70,0.548923873141404
M71,0.527424090455394
M72,0.684212761791652
M75,0.5627832749999953
M76,0.552168685824104
M77,0.5606745940077281
M79,0.548808127312796
M81,0.5661743788039262
M84,0.5349079418271289
M86,0.554130340039071
M87,0.5253763357777806
M94,0.5462343687929351
M96,0.5551031256513418
N12,0.5441544632212023
N13,0.5347677887288883
N18,0.5573639399156907
N19,0.5353549952152069
N20,0.5989388462130649
N21,0.5637544273969688
N30,0.5273551817887252
N31,0.5301587033422043
N32,0.5208485204368442
N35,0.5022159876796537
N40,0.5860611089302435
N41,0.5810240824443649
N42,0.5956245810493789
N43,0.5432480796916568
N45,0.5304381162702055
N48,0.5095299457044773
N50,0.5169523488507785
N60,0.5344642370380386
N61,0.5128962891290937
N62,0.5893068598959265
N63,0.5077478406130641
N64,0.5438782337267253
N72,0.4897310763548542
N73,0.5296837845496669
N76,0.5084763293811942
N80,0.5661152419937856
N81,0.5792627792871241
N83,0.5300617190057761
N84,0.5160097985794232
N85,0.5015801458259201
N87,0.5159737640017674
N88,0.5024402102325596
N89,0.5131098230963799
N90,0.5069610070824927
N92,0.526457836483504
N93,0.5169429743110063
N94,0.5309091608084615
N97,0.4957805351095624
N99,0.5315654085916841
O02,0.4828691173241534
O03,0.5458065119614188
O13,0.5679765810642863
O20,0.46906768106621294
O26,0.4109518433784905
O34,0.5183711119703528
O36,0.5087132887613321
O48,0.5192690011297835
O99,0.4990128820206373
Q21,0.5211264042996214
Q61,0.5201208123685032
R33,0.5176986007343184
R41,0.5204711552779914
S02,0.5118519377267176
S12,0.5032878493739423
S22,0.5429097465851526
S32,0.5491240962682877
S42,0.5474744638124679
S52,0.5830159879644683
S62,0.548234273053607
S72,0.5513597311725947
S82,0.5541071388089305
S92,0.5478359110794528
W19,0.5030115614257138
