icd,auc
A04,0.5375677594264644
A08,0.5506586532424118
A09,0.5241763000276036
A41,0.5804128410320097
A49,0.5557016740016224
A60,0.5670511558036487
A63,0.550689625282554
A69,0.5601266956000295
B00,0.5225173008325856
B01,0.5131422930640753
B02,0.5224613584840901
B07,0.5260728832861655
B27,0.5134534257013065
B34,0.5253162828086061
B35,0.5160612554562065
B37,0.5476570735898071
B86,0.5809988257014846
B99,0.5479106533204701
C34,0.5585365051895231
C44,0.6172168822962075
C83,0.5504067447828042
C85,0.5634843124763077
C90,0.5356733670005652
C91,0.6074245821891079
D03,0.615843185644653
D04,0.5886443141313328
D05,0.560967157952299
D09,0.566916995592591
D12,0.5377936939242737
D13,0.5646827994276087
D16,0.5333418924505055
D17,0.5404770373153308
D18,0.5268529210939893
D21,0.5423834861088274
D22,0.5294853713294699
D23,0.5209722230929672
D24,0.552616510245623
D25,0.5733168852492055
D27,0.5756927315856682
D31,0.5364327944303643
D32,0.5310986095885271
D33,0.5487253441033008
D35,0.546238087122887
D36,0.5265424081583635
D47,0.5304875208597455
D50,0.5423130967231024
D51,0.5571682690119507
D58,0.5250820280170402
D62,0.549869661814707
D64,0.5371361209388513
D68,0.6116882081786797
D69,0.526356729914802
D70,0.5096153092712058
D72,0.5394549839638617
D75,0.5307121864730427
D86,0.542259297860781
E03,0.6134920051706264
E04,0.5702597918626795
E05,0.605143391997868
E06,0.6289531631487781
E10,0.6062614198392979
E11,0.6418362302100711
E16,0.563856732388039
E21,0.5538348252216085
E22,0.5433257623800748
E23,0.5379059117982029
E27,0.5458648790719968
E28,0.5210149660867566
E29,0.5347114292194673
E34,0.505561861273272
E66,0.6114620377794716
E73,0.5466875219870483
E78,0.5813869289509781
E83,0.5496872439855089
E86,0.5692600283442488
E87,0.5623926097123001
F02,0.6153829571099032
F03,0.5974604314314637
F05,0.6118502993021006
F06,0.5586675187416863
F10,0.5832547562409981
F11,0.6251873302241583
F12,0.6034720602911318
F13,0.6253235273179528
F15,0.631040189569704
F17,0.6115483000277675
F19,0.6118020550052046
F20,0.626664009783384
F22,0.6062815972783931
F25,0.618541336758914
F29,0.5816666974462011
F31,0.6090499694992099
F32,0.5637600436342378
F33,0.5597019238413471
F34,0.5462066126040801
F39,0.5633467034547973
F40,0.5544496074221893
F41,0.5615278617927667
F42,0.5549692056321974
F43,0.5445911258967423
F44,0.5659117513918464
F45,0.5428133744866364
F48,0.5559576388535011
F50,0.5744556244382468
F51,0.539483172476949
F60,0.584549958190692
F90,0.5568714354418608
F99,0.5964079307526979
G20,0.515050649150504
G24,0.5264917945387045
G25,0.5740327963904812
G30,0.6672446392453466
G35,0.5923968989035626
G40,0.5619984814364165
G43,0.5687303031474152
G44,0.5470921306846027
G45,0.5315032959355636
G47,0.5528633931580116
G50,0.5394671609553037
G51,0.5449648615803445
G54,0.5542571971257734
G56,0.5683769350569993
G57,0.5398714209442201
G58,0.5378012921349447
G61,0.5359236704449699
G72,0.5711199674102024
G81,0.5703931150231012
G93,0.543203945066586
G95,0.556647145816215
G97,0.6022880502747847
H00,0.5400894673269058
H01,0.5286939944083303
H02,0.5190770445123783
H04,0.5211071313892459
H05,0.5362674885805169
H10,0.5303259583268204
H11,0.5144937520838474
H16,0.5077500268154933
H18,0.5271055149101447
H20,0.5670501352113191
H25,0.510040019522397
H26,0.5045280834491842
H33,0.555492188324074
H34,0.5593837164765648
H35,0.5295515694431371
H40,0.5743927776153447
H43,0.5171299564887895
H46,0.5193192252382762
H47,0.5031065047818984
H49,0.540294876434621
H50,0.506395587643756
H52,0.502386088711928
H53,0.5188847090524712
H54,0.5310608100368908
H57,0.5227559465147189
H60,0.532168748479241
H61,0.5113221557018921
H65,0.5277684905850075
H66,0.5417138342108633
H69,0.5233424754626037
H72,0.5567056370393852
H81,0.5128764168454065
H83,0.5429175824859376
H90,0.5348734874555611
H91,0.5292594723003128
H92,0.5269150840052291
H93,0.5277914759811322
I10,0.6136759900854867
I11,0.5985976559888698
I12,0.5744976131139607
I15,0.5842727330940527
I20,0.573614613643652
I21,0.6001369206539721
I25,0.591526625294418
I26,0.6116238110267106
I27,0.5619012312545415
I31,0.5377290620556183
I38,0.5418403381505715
I42,0.5586811549669806
I44,0.5373347097313602
I45,0.5290943633878511
I46,0.5617902189809237
I47,0.5406055377904756
I48,0.6031635853280444
I49,0.5289692762546835
I50,0.5945991101634855
I51,0.5333595816641168
I60,0.5670176442455118
I61,0.535887764393745
I62,0.544029957920808
I63,0.5564317116335677
I67,0.5400641522747199
I69,0.5597051642786556
I70,0.560534615133983
I71,0.5567823305151965
I72,0.5581944755826043
I73,0.5411025940740413
I74,0.5543662205395389
I80,0.5851189138298772
I82,0.6054219265112474
I83,0.6053893210685588
I85,0.6088710795953944
I86,0.5492174370526108
I87,0.569771654794024
I88,0.5651324176645766
I89,0.5692668073697694
I95,0.5538130540072362
J00,0.5329539706860806
J01,0.5256987937183709
J02,0.5155846384426805
J03,0.5678487688354694
J04,0.551705610966391
J06,0.5181409060496829
J12,0.5807295124919791
J15,0.573227643006039
J20,0.5441304262728026
J21,0.5833827124146671
J22,0.5544599922602028
J30,0.5393580062538507
J31,0.5244444421930569
J32,0.5430385068615795
J33,0.5892798707423937
J34,0.5335170737355137
J35,0.5610035233225116
J37,0.601760339290111
J38,0.512098198772965
J40,0.54178250003364
J41,0.5930506959067202
J42,0.602787424609307
J43,0.593761923408718
J44,0.611862744064038
J45,0.5764307965015555
J47,0.5565782003465607
J69,0.5677909565510441
J84,0.5591387688688803
J91,0.5684773319508467
J93,0.5272161693005232
J94,0.5230836810580044
K03,0.577617287095519
K06,0.565659718122957
K08,0.5712753136635786
K11,0.5315911994716381
K12,0.5502945737287495
K13,0.5275319207931962
K14,0.545120290020488
K20,0.5464072785704054
K21,0.5543063760324447
K22,0.5414871260456553
K25,0.5414225370690304
K26,0.5591897623468453
K29,0.5452514403111554
K30,0.5548422526994262
K31,0.542983974282005
K35,0.5532624179342872
K40,0.5727654088913661
K42,0.5881554687767279
K43,0.5841588802012866
K44,0.5602730665515918
K46,0.5608811677368503
K50,0.6200519162890512
K51,0.591052412203743
K52,0.5490298979109809
K55,0.5440029313271142
K56,0.5410415188332354
K57,0.5789177617895194
K58,0.5510863237982887
K59,0.5453149894535159
K60,0.5471197651402205
K61,0.5817842730151389
K62,0.5229327121956464
K63,0.5232016893513652
K64,0.5234504552973244
K65,0.5488656581928119
K66,0.5430803023864357
K70,0.61209254860479
K72,0.5669346087653043
K74,0.5981840740659794
K75,0.6049754833082905
K76,0.5666701574392428
K80,0.5664158896413393
K81,0.5510572467820714
K82,0.5351571594882779
K83,0.5585562423362013
K85,0.5550303683853136
K86,0.5329189754277617
K90,0.5613402710938443
K91,0.5798547739050335
K92,0.5431941616283772
L01,0.5209669321219526
L02,0.5595865719085483
L03,0.5521052988915791
L05,0.5614469578567198
L08,0.5425950843014994
L20,0.5559645518818471
L21,0.5379564239437069
L23,0.5248780992867592
L24,0.4946991584278
L27,0.5491782010745354
L28,0.5443188177051542
L29,0.5345823523004153
L30,0.5307652650731917
L40,0.5852614596561024
L43,0.5569617530630212
L50,0.5406334286719604
L53,0.5400253051072397
L56,0.5126698694556854
L57,0.5629448972473474
L60,0.5142633487951132
L70,0.5229943198547989
L71,0.504794549770396
L72,0.5387240255332312
L73,0.5340115765353947
L81,0.5288020572353581
L82,0.5420339398025349
L84,0.5370977325068558
L85,0.531304888694755
L89,0.5821468178606717
L90,0.5213410842309658
L91,0.514189385705402
L97,0.6091832933266252
L98,0.5238362378132012
M00,0.5733852957018133
M05,0.5940932679403277
M06,0.572372512030106
M10,0.6179756954275094
M13,0.5503248679039676
M15,0.5372704947258456
M16,0.5583716515148224
M17,0.572629226567187
M19,0.5480385802458485
M23,0.5383911262650626
M31,0.5448496505130119
M32,0.5707883783028742
M35,0.5360241742306904
M40,0.5588988490946762
M41,0.5415708709182666
M45,0.5665213701960846
M47,0.5602316624773491
M50,0.5648299295986626
M51,0.5639821687266191
M66,0.5549198945054618
M70,0.5351331668078947
M71,0.5386892989592197
M72,0.528799334872519
M75,0.5363279473456147
M76,0.51948161099957
M77,0.5232199015997152
M79,0.5392582787533035
M81,0.5274493639844032
M84,0.5432198767220693
M86,0.5800132197938825
M87,0.5479628398275174
M94,0.524316408173961
M95,0.5356601877690247
M96,0.608315129993932
M99,0.5359997629468555
N10,0.5151861442566186
N12,0.5734218927955125
N13,0.5453382515257119
N18,0.5629723587226036
N19,0.5511484449795918
N20,0.5910041203246392
N21,0.5534095427476146
N25,0.5457492293471671
N30,0.5267488552684184
N31,0.5454158057440157
N32,0.5353509190742723
N35,0.4950644943308608
N40,0.5387493811738457
N41,0.5545235881913336
N42,0.5542082273964528
N43,0.5614426714191809
N45,0.5503016339079515
N48,0.5299969519382549
N50,0.5159404639014814
N60,0.5229878109493192
N61,0.565249061669784
N62,0.5643908045008522
N63,0.5239350559918594
N64,0.5175797878260294
N72,0.5108309742829845
N73,0.5453353241733826
N76,0.5330267611678272
N80,0.5631450173937019
N81,0.562461958371024
N83,0.5292894138935762
N84,0.5423377036422927
N85,0.5253081196715734
N87,0.507651494596675
N88,0.4944590089087554
N89,0.516503138351822
N90,0.5318426971849368
N91,0.5218019269148089
N92,0.5138573081888548
N93,0.5239219031423638
N94,0.5267136926098038
N97,0.5276005468358201
N99,0.5548951888721864
O02,0.5536521054116484
O03,0.5465940300306845
O13,0.6041629978378731
O20,0.5194432337382846
O21,0.5753367612900576
O24,0.6093524418848062
O26,0.5380095466281611
O28,0.5177346949315662
O34,0.5238899458821444
O35,0.5109982327373251
O36,0.5323989290037845
O48,0.5416693877818144
O99,0.47962341154616134
Q21,0.5068442958310292
Q61,0.5477184606843568
Q66,0.5260643391662063
Q82,0.5613937866190203
R33,0.5433999858950995
R41,0.5540700278038752
S02,0.5062099325338264
S12,0.5512208244936712
S22,0.5785851136773663
S32,0.5715587498027679
S42,0.5594424528792588
S52,0.5610128134775931
S62,0.5455843047936559
S72,0.5574918133099294
S82,0.560700206493314
S92,0.5484820453971511
W19,0.5244494403116753
