icd,auc
A04,0.5738277121437284
A08,0.5806296892176829
A09,0.5727318280135503
A41,0.5830177805898342
A49,0.5848209639580553
A60,0.6053524924522148
A63,0.5999114435988516
A69,0.5744427782350565
B00,0.5425690853639906
B01,0.6148951110211985
B02,0.5076104301240365
B07,0.5249928138011388
B27,0.6753881561804633
B34,0.5523711504368459
B35,0.5036926670401091
B37,0.5408986776973504
B86,0.6332686606848396
B99,0.5862451396196868
C34,0.6054946631281634
C44,0.6072043980342724
C83,0.6752661556201067
C85,0.6123924110506118
C90,0.6393352200047796
C91,0.6445825034642135
D03,0.6501601442707167
D04,0.5958628644795082
D05,0.5857650529161414
D09,0.556491584208286
D12,0.5292452823294246
D13,0.611349257054128
D16,0.6473394460843813
D17,0.5565877901527213
D18,0.4949079161251203
D21,0.5972623088226505
D22,0.517963888003565
D23,0.5208525449055239
D24,0.5999120334548989
D25,0.5712756692474836
D27,0.6408783644883617
D31,0.5754907189749338
D32,0.6464961999879796
D33,0.6513545954335132
D35,0.5826186361369249
D36,0.5633810639211999
D47,0.5473522329666921
D50,0.5303542864383068
D51,0.5847944185894272
D58,0.6238922849383379
D62,0.5285720514282214
D64,0.5193162808223579
D68,0.5992330393866502
D69,0.5091535184690102
D70,0.5547397851863829
D72,0.5382789479825885
D75,0.5383468873939053
D86,0.646240203939775
E03,0.6116221980143514
E04,0.5576910948991105
E05,0.601026091476597
E06,0.6329773447592515
E10,0.6142763926195326
E11,0.6294587489022585
E16,0.5736186506785933
E21,0.5783707528566389
E22,0.6222159317802968
E23,0.561949498387507
E27,0.5661911768639584
E28,0.5179735576787536
E29,0.5454433706867831
E34,0.5701692270287979
E66,0.5966734217382442
E73,0.6065575053175226
E78,0.5680916724746097
E83,0.5380797107381438
E86,0.5619797405864445
E87,0.54041692703812
F02,0.6026664325241315
F03,0.5688569398006401
F05,0.6586573749683241
F06,0.5897473707121912
F10,0.5868416637155919
F11,0.6343612815717921
F12,0.5998757961855692
F13,0.6544669652050373
F15,0.6375829012327928
F17,0.6169001654115769
F19,0.6203709091836405
F20,0.6602314248773201
F22,0.6394814778760657
F25,0.6538035081507458
F29,0.6353291683255851
F31,0.6153849151269288
F32,0.5494166530985175
F33,0.5362643743674124
F34,0.5317969819487234
F39,0.5443662073582769
F40,0.5541255712248907
F41,0.5611310260864679
F42,0.5971104823309185
F43,0.5497112542347322
F44,0.6417282570854516
F45,0.5742601362811444
F48,0.6461568399912163
F50,0.605704372387366
F51,0.5066473307316818
F60,0.606364519421349
F90,0.5377410548055135
F99,0.6353475067962168
G20,0.5883801194293526
G24,0.5866479228410726
G25,0.5470462609114463
G30,0.5902292188976853
G35,0.6060862461661664
G40,0.5635318930851823
G43,0.5559548325787559
G44,0.5347256478511356
G45,0.5198881214196854
G47,0.525794622809203
G50,0.5961076213604842
G51,0.6021169645279579
G54,0.5810621536262851
G56,0.5641256230879189
G57,0.5244079393206943
G58,0.5657720057198039
G61,0.6305879375567369
G72,0.6136358663772562
G81,0.562734728519871
G93,0.5334646454761515
G95,0.5681045981545786
G97,0.6453466425247121
H00,0.5670215299639801
H01,0.5346385070549365
H02,0.5109663326568833
H04,0.49005392599878245
H05,0.6175778531852447
H10,0.5099075321058845
H11,0.5591187049636782
H16,0.5694077140420657
H18,0.5371947490298941
H20,0.6249937464642573
H25,0.4958030467825161
H26,0.5067234650717678
H33,0.5591033918628908
H34,0.5812389084018386
H35,0.5358021802511266
H40,0.5775039717096624
H43,0.4989111667093684
H46,0.6459277168315248
H47,0.5103886682576063
H49,0.5845454468972086
H50,0.5185520405732817
H52,0.4891574143820338
H53,0.5000589813492633
H54,0.5377308725672864
H57,0.5068210922188184
H60,0.5248166174190113
H61,0.5086619483843274
H65,0.541374411866984
H66,0.5381293804770899
H69,0.5144685540290963
H72,0.6358646039044696
H81,0.5069999662217366
H83,0.6023484485399538
H90,0.5213677000845806
H91,0.4947418117321483
H92,0.5145932244158472
H93,0.49227211046031305
I10,0.6034091535266793
I11,0.5878157377297882
I12,0.5702936987572603
I15,0.5912148666128736
I20,0.5591683160131886
I21,0.5901017022484343
I25,0.5823253645486768
I26,0.6194832271142249
I27,0.5720290622925205
I31,0.5649331778189167
I38,0.5447774538964588
I42,0.5513250016286361
I44,0.5211714940482676
I45,0.529619686599046
I46,0.6217799293317484
I47,0.5377861603601762
I48,0.5925066324880505
I49,0.5104239075514477
I50,0.5523374209557329
I51,0.515456674838312
I60,0.6470412961012335
I61,0.6443173482439694
I62,0.63500385020700445
I63,0.5504177223985078
I67,0.5235530712409182
I69,0.5552869741522627
I70,0.5381325330901018
I71,0.5387721302994264
I72,0.5889880913288912
I73,0.5410802048114254
I74,0.6105959769572719
I80,0.5808285006377181
I82,0.5931090232474908
I83,0.6120767407658002
I85,0.6761038118314661
I86,0.5811413099941946
I87,0.5710796388789648
I88,0.6558797085273117
I89,0.5519622663595233
I95,0.5499755582492766
J00,0.5717056239807442
J01,0.5143618659811222
J02,0.4882372894909339
J03,0.6456397417461993
J04,0.5832122750418092
J06,0.5155833628093346
J12,0.5884072440476514
J15,0.6157182515709108
J20,0.5540482986759202
J21,0.6738844445415091
J22,0.583346955653679
J30,0.5169749702763411
J31,0.508634156079638
J32,0.510042479606167
J33,0.6328531360753668
J34,0.5014862034380817
J35,0.6142294617373806
J37,0.6369353495682936
J38,0.5343063151714528
J40,0.5354653228408643
J41,0.6121899082861427
J42,0.6090570971181726
J43,0.5825829849063098
J44,0.6076044349876479
J45,0.5591206653530684
J47,0.5707559785311062
J69,0.597163125976754
J84,0.5359450646300316
J91,0.6439879828957723
J93,0.5744080713747012
J94,0.6080078882613074
K03,0.585983379865491
K06,0.6092989772473302
K08,0.5640732873088824
K11,0.5625735058867715
K12,0.5614961615763705
K13,0.5521841030132448
K14,0.5848731405778251
K20,0.5318514617862659
K21,0.5145141367839943
K22,0.5335375796465928
K25,0.5358135091934283
K26,0.6009480170706661
K29,0.5151375319428544
K30,0.5674459571690272
K31,0.5099937677502366
K35,0.5956235045289908
K40,0.5876739735993521
K42,0.5773345461826127
K43,0.5830233467964483
K44,0.5517153261379782
K46,0.5794013548923148
K50,0.6187554597576327
K51,0.6039019037704205
K52,0.5296844824737683
K55,0.61408262002175
K56,0.535109407656043
K57,0.5733000918023143
K58,0.5394097919882193
K59,0.5423281240870003
K60,0.5884932612223239
K61,0.6628019607021116
K62,0.5091011647324611
K63,0.4982702786550936
K64,0.49867035464963877
K65,0.5777655674897451
K66,0.5509869629372267
K70,0.61648106903331
K72,0.5932719519627383
K74,0.6042891349452216
K75,0.5917794252849765
K76,0.5470311905214809
K80,0.548754915262536
K81,0.5689427494739492
K82,0.5472087294128136
