prs_group,age_bin,n_group_total,n_case,prev_rate,icd
Middle 10%,60-65,10791,5,4.633490872022982e-4,F22
Middle 10%,65-70,8653,7,8.089679879810471e-4,F22
Middle 10%,70-75,261,0,0,F22
Top 10%,35-40,2,1,0.5,F22
Top 10%,40-45,4469,5,0.0011188185276348177,F22
Top 10%,45-50,5648,8,0.00141643059490085,F22
Top 10%,50-55,6389,7,0.0010956331194240101,F22
Top 10%,55-60,7275,2,2.74914089347079e-4,F22
Top 10%,60-65,9605,12,0.0012493492972410203,F22
Top 10%,65-70,7620,25,0.0032808398950131233,F22
Top 10%,70-75,206,1,0.0048543689320388345,F22
Bottom 10%,40-45,3216,6,0.0018656716417910447,F31
Bottom 10%,45-50,4606,23,0.00499348675640469,F31
Bottom 10%,50-55,5720,18,0.003146853146853147,F31
Bottom 10%,55-60,7624,16,0.002098635886673662,F31
Bottom 10%,60-65,10964,36,0.003283473184968989,F31
Bottom 10%,65-70,8861,28,0.003159914230899447,F31
Bottom 10%,70-75,223,3,0.013452914798206279,F31
Middle 10%,40-45,3594,21,0.005843071786310518,F31
Middle 10%,45-50,4945,28,0.005662285136501517,F31
Middle 10%,50-55,5605,33,0.005887600356824264,F31
Middle 10%,55-60,7515,35,0.004657351962741184,F31
Middle 10%,60-65,10756,54,0.00502045370026032,F31
Middle 10%,65-70,8581,28,0.003263022957697238,F31
Middle 10%,70-75,217,0,0,F31
Top 10%,35-40,3,0,0,F31
Top 10%,40-45,4381,34,0.007760785208856425,F31
Top 10%,45-50,5558,49,0.008816120906801008,F31
Top 10%,50-55,6388,48,0.007514088916718848,F31
Top 10%,55-60,7214,42,0.005822012752980316,F31
Top 10%,60-65,9740,45,0.004620123203285421,F31
Top 10%,65-70,7711,29,0.0037608611075087535,F31
Top 10%,70-75,219,1,0.0045662100456621,F31
Bottom 10%,35-40,1,0,0,F32
Bottom 10%,40-45,3220,190,0.059006211180124224,F32
Bottom 10%,45-50,4591,272,0.059246351557394904,F32
Bottom 10%,50-55,5677,364,0.06411837237977805,F32
Bottom 10%,55-60,7608,398,0.05231335436382755,F32
Bottom 10%,60-65,10966,609,0.0555352908991428,F32
Bottom 10%,65-70,8925,468,0.05243697478991596,F32
Bottom 10%,70-75,226,13,0.05752212389380531,F32
Middle 10%,40-45,3642,330,0.09060955518945635,F32
Middle 10%,45-50,4833,387,0.08007448789571694,F32
Middle 10%,50-55,5773,465,0.08054737571453317,F32
Middle 10%,55-60,7472,583,0.07802462526766596,F32
Middle 10%,60-65,10624,735,0.06918298192771084,F32
Middle 10%,65-70,8652,599,0.0692325473878872,F32
Middle 10%,70-75,217,19,0.08755760368663594,F32
Top 10%,35-40,2,0,0,F32
Top 10%,40-45,4422,508,0.114880144730891,F32
Top 10%,45-50,5562,676,0.12153901474289824,F32
Top 10%,50-55,6437,757,0.11760136709647351,F32
Top 10%,55-60,7176,735,0.1024247491638796,F32
Top 10%,60-65,9744,957,0.09821428571428571,F32
Top 10%,65-70,7649,712,0.09308406327624526,F32
Top 10%,70-75,222,22,0.0990990990990991,F32
Bottom 10%,40-45,3188,7,0.00219573400250941,F33
Bottom 10%,45-50,4625,11,0.0023783783783783785,F33
Bottom 10%,50-55,5709,13,0.002277106323349098,F33
Bottom 10%,55-60,7647,16,0.0020923237871060545,F33
Bottom 10%,60-65,10937,30,0.0027429825363445184,F33
Bottom 10%,65-70,8902,19,0.0021343518310492026,F33
Bottom 10%,70-75,206,1,0.0048543689320388345,F33
Middle 10%,40-45,3624,13,0.00358719646799117,F33
Middle 10%,45-50,4856,14,0.002883031301482702,F33
Middle 10%,50-55,5787,16,0.002764817694833247,F33
Middle 10%,55-60,7470,20,0.002677376171352075,F33
Middle 10%,60-65,10780,35,0.003246753246753247,F33
Middle 10%,65-70,8488,21,0.002474081055607917,F33
Middle 10%,70-75,208,2,0.009615384615384616,F33
Top 10%,35-40,3,0,0,F33
Top 10%,40-45,4329,23,0.005313005313005313,F33
Top 10%,45-50,5473,28,0.0051160241183994155,F33
Top 10%,50-55,6323,35,0.005535347145342401,F33
Top 10%,55-60,7188,27,0.0037562604340567614,F33
Top 10%,60-65,9923,41,0.004131814975309886,F33
Top 10%,65-70,7745,31,0.004002582311168496,F33
Top 10%,70-75,230,0,0,F33
Bottom 10%,35-40,1,0,0,F40
Bottom 10%,40-45,3274,8,0.002443494196701283,F40
Bottom 10%,45-50,4529,17,0.003753587988518437,F40
Bottom 10%,50-55,5592,16,0.002861230329041488,F40
Bottom 10%,55-60,7576,29,0.0038278775079197466,F40
Bottom 10%,60-65,11104,57,0.00513328530259366,F40
Bottom 10%,65-70,8900,44,0.004943820224719101,F40
Bottom 10%,70-75,238,1,0.004201680672268907,F40
Middle 10%,40-45,3547,12,0.0033831406822667043,F40
Middle 10%,45-50,4798,21,0.004376823676531888,F40
Middle 10%,50-55,5898,29,0.004916920990166158,F40
Middle 10%,55-60,7466,47,0.006295204929011519,F40
Middle 10%,60-65,10551,68,0.006444886740593308,F40
Middle 10%,65-70,8724,72,0.008253094910591471,F40
Middle 10%,70-75,229,3,0.013100436681222707,F40
Top 10%,35-40,3,0,0,F40
Top 10%,40-45,4570,21,0.004595185995623632,F40
Top 10%,45-50,5806,40,0.006889424733034792,F40
Top 10%,50-55,6485,44,0.006784888203546646,F40
Top 10%,55-60,7195,61,0.00847810979847116,F40
Top 10%,60-65,9509,75,0.007887264696603218,F40
Top 10%,65-70,7441,71,0.009541728262330332,F40
Top 10%,70-75,205,4,0.01951219512195122,F40
Bottom 10%,40-45,3205,143,0.044617784711388456,F41
Bottom 10%,45-50,4666,216,0.04629232747535362,F41
Bottom 10%,50-55,5591,229,0.040958683598640674,F41
Bottom 10%,55-60,7661,354,0.04620806683200627,F41
Bottom 10%,60-65,10945,495,0.04522613065326633,F41
Bottom 10%,65-70,8939,411,0.045978297348696726,F41
Bottom 10%,70-75,207,9,0.043478260869565216,F41
Middle 10%,40-45,3620,197,0.05441988950276243,F41
Middle 10%,45-50,4776,278,0.05820770519262981,F41
Middle 10%,50-55,5743,322,0.05606825700853212,F41
Middle 10%,55-60,7491,462,0.06167400881057269,F41
Middle 10%,60-65,10731,625,0.05824247507222067,F41
Middle 10%,65-70,8631,501,0.058046576294751476,F41
Middle 10%,70-75,221,10,0.04524886877828054,F41
Top 10%,35-40,1,0,0,F41
Top 10%,40-45,4348,339,0.07796688132474701,F41
Top 10%,45-50,5612,461,0.08214540270848182,F41
Top 10%,50-55,6344,520,0.08196721311475409,F41
Top 10%,55-60,7246,529,0.07300579630140767,F41
Top 10%,60-65,9755,728,0.07462839569451564,F41
Top 10%,65-70,7689,605,0.07868383404864092,F41
Top 10%,70-75,219,17,0.0776255707762557,F41
Bottom 10%,40-45,3294,8,0.0024286581663630845,F43
Bottom 10%,45-50,4665,13,0.0027867095391211146,F43
Bottom 10%,50-55,5656,10,0.001768033946251768,F43
Bottom 10%,55-60,7538,6,7.959671000265323e-4,F43
Bottom 10%,60-65,10814,10,9.247272054743851e-4,F43
Bottom 10%,65-70,9016,3,3.3274179236912155e-4,F43
Bottom 10%,70-75,231,0,0,F43
Middle 10%,40-45,3606,21,0.005823627287853577,F43
Middle 10%,45-50,4921,29,0.005893111156269051,F43
Middle 10%,50-55,5756,23,0.003995830437804031,F43
Middle 10%,55-60,7549,29,0.0038415684196582327,F43
Middle 10%,60-65,10673,21,0.001967581748336925,F43
Middle 10%,65-70,8485,14,0.0016499705362404242,F43
Middle 10%,70-75,223,1,0.004484304932735426,F43
Top 10%,35-40,1,0,0,F43
Top 10%,40-45,4243,35,0.00824888050907377,F43
Top 10%,45-50,5455,50,0.00916590284142988,F43
Top 10%,50-55,6362,30,0.004715498270983967,F43
Top 10%,55-60,7251,32,0.0044131843883602265,F43
Top 10%,60-65,9990,27,0.002702702702702703,F43
Top 10%,65-70,7697,16,0.0020787319734961673,F43
Top 10%,70-75,215,0,0,F43
Bottom 10%,40-45,3285,4,0.0012176560121765602,F45
Bottom 10%,45-50,4612,8,0.0017346053772766695,F45
Bottom 10%,50-55,5701,5,8.770391159445711e-4,F45
Bottom 10%,55-60,7652,13,0.0016989022477783586,F45
Bottom 10%,60-65,10741,10,9.310120100549297e-4,F45
Bottom 10%,65-70,8979,14,0.001559193674128522,F45
Bottom 10%,70-75,244,0,0,F45
Middle 10%,35-40,2,0,0,F45
Middle 10%,40-45,3499,5,0.0014289797084881394,F45
Middle 10%,45-50,4831,14,0.002897950734837508,F45
Middle 10%,50-55,5812,13,0.002236751548520303,F45
Middle 10%,55-60,7550,14,0.0018543046357615894,F45
Middle 10%,60-65,10671,17,0.0015931028019866929,F45
Middle 10%,65-70,8642,19,0.002198565146956723,F45
Middle 10%,70-75,206,0,0,F45
Top 10%,35-40,1,0,0,F45
Top 10%,40-45,4209,12,0.002851033499643621,F45
Top 10%,45-50,5463,15,0.0027457440966501922,F45
Top 10%,50-55,6282,16,0.0025469595670168737,F45
Top 10%,55-60,7220,13,0.0018005540166204986,F45
Top 10%,60-65,9965,21,0.002107375815353738,F45
Top 10%,65-70,7845,20,0.0025493945188017845,F45
Top 10%,70-75,229,0,0,F45
Bottom 10%,40-45,3279,10,0.0030497102775236353,F60
Bottom 10%,45-50,4591,9,0.001960357220649096,F60
Bottom 10%,50-55,5695,6,0.0010535557506584723,F60
Bottom 10%,55-60,7529,3,3.984592907424625e-4,F60
Bottom 10%,60-65,10988,6,5.460502366217692e-4,F60
Bottom 10%,65-70,8915,3,3.365114974761638e-4,F60
Bottom 10%,70-75,217,0,0,F60
Middle 10%,40-45,3545,9,0.002538787023977433,F60
Middle 10%,45-50,4758,14,0.0029424127784783522,F60
Middle 10%,50-55,5806,14,0.002411298656562177,F60
Middle 10%,55-60,7447,18,0.002417080703639049,F60
Middle 10%,60-65,10859,13,0.0011971636430610554,F60
Middle 10%,65-70,8595,7,8.144269924374636e-4,F60
Middle 10%,70-75,203,0,0,F60
Top 10%,35-40,2,0,0,F60
Top 10%,40-45,4356,23,0.005280073461891644,F60
Top 10%,45-50,5548,30,0.005407354001441961,F60
Top 10%,50-55,6388,19,0.002974326862867877,F60
Top 10%,55-60,7192,17,0.002363737486095662,F60
Top 10%,60-65,9832,17,0.0017290480065093572,F60
Top 10%,65-70,7663,6,7.82983165861934e-4,F60
Top 10%,70-75,233,1,0.004291845493562232,F60
Bottom 10%,40-45,3760,4,0.0010638297872340426,G20
Bottom 10%,45-50,5058,12,0.002372479240806643,G20
Bottom 10%,50-55,6030,18,0.0029850746268656717,G20
Bottom 10%,55-60,7523,53,0.00704506181044796,G20
Bottom 10%,60-65,10325,118,0.011428571428571429,G20
Bottom 10%,65-70,8299,171,0.02060489215568141,G20
Bottom 10%,70-75,219,2,0.0091324200913242,G20
Middle 10%,35-40,1,0,0,G20
Middle 10%,40-45,3559,1,2.809778027535825e-4,G20
Middle 10%,45-50,5065,15,0.0029615004935834156,G20
Middle 10%,50-55,5865,23,0.00392156862745098,G20
Middle 10%,55-60,7384,45,0.006094257854821235,G20
Middle 10%,60-65,10655,137,0.012857813233223839,G20
Middle 10%,65-70,8463,176,0.020796407893182087,G20
Middle 10%,70-75,221,6,0.027149321266968326,G20
Top 10%,35-40,1,0,0,G20
Top 10%,40-45,3705,2,5.398110661268556e-4,G20
Top 10%,45-50,4880,14,0.0028688524590163933,G20
Top 10%,50-55,5782,22,0.0038049117952265654,G20
Top 10%,55-60,7494,57,0.007606084867894315,G20
Top 10%,60-65,10538,117,0.011102676029607137,G20
Top 10%,65-70,8594,202,0.023504770770304863,G20
Top 10%,70-75,220,9,0.04090909090909091,G20
Bottom 10%,35-40,1,0,0,G24
Bottom 10%,40-45,3475,3,8.633093525179857e-4,G24
Bottom 10%,45-50,4665,3,6.430868167202572e-4,G24
Bottom 10%,50-55,5768,6,0.0010402219140083217,G24
Bottom 10%,55-60,7660,7,9.138381201044386e-4,G24
Bottom 10%,60-65,10693,23,0.002150939867202843,G24
Bottom 10%,65-70,8726,16,0.0018336007334402934,G24
Bottom 10%,70-75,226,0,0,G24
Middle 10%,40-45,3557,6,0.0016868147315153219,G24
Middle 10%,45-50,4744,6,0.0012647554806070826,G24
Middle 10%,50-55,5905,9,0.0015241320914479255,G24
Middle 10%,55-60,7371,10,0.00135666802333469,G24
Middle 10%,60-65,10862,21,0.0019333456085435462,G24
Middle 10%,65-70,8559,23,0.002687229816567356,G24
Middle 10%,70-75,215,0,0,G24
Top 10%,35-40,1,0,0,G24
Top 10%,40-45,4426,4,9.037505648441031e-4,G24
Top 10%,45-50,5709,11,0.0019267822736030828,G24
Top 10%,50-55,6214,13,0.0020920502092050207,G24
Top 10%,55-60,7195,11,0.0015288394718554553,G24
Top 10%,60-65,9672,21,0.0021712158808933004,G24
Top 10%,65-70,7790,14,0.001797175866495507,G24
Top 10%,70-75,207,1,0.004830917874396135,G24
Bottom 10%,40-45,3397,10,0.0029437739181630853,G25
Bottom 10%,45-50,4768,14,0.002936241610738255,G25
Bottom 10%,50-55,5759,19,0.003299183886091335,G25
Bottom 10%,55-60,7484,29,0.003874933190807055,G25
Bottom 10%,60-65,10833,65,0.006000184621065264,G25
Bottom 10%,65-70,8735,64,0.007326846021751574,G25
Bottom 10%,70-75,238,2,0.008403361344537815,G25
Middle 10%,35-40,1,0,0,G25
Middle 10%,40-45,3580,6,0.0016759776536312849,G25
Middle 10%,45-50,5020,21,0.0041832669322709164,G25
Middle 10%,50-55,5827,23,0.00394714261197872,G25
Middle 10%,55-60,7526,40,0.005314908317831517,G25
Middle 10%,60-65,10451,95,0.009090039230695627,G25
Middle 10%,65-70,8585,75,0.008736167734420501,G25
Middle 10%,70-75,223,4,0.017937219730941704,G25
Top 10%,35-40,1,0,0,G25
Top 10%,40-45,3976,14,0.0035211267605633804,G25
Top 10%,45-50,5068,36,0.007103393843725336,G25
Top 10%,50-55,6053,44,0.0072691227490500575,G25
Top 10%,55-60,7238,57,0.007875103619784472,G25
Top 10%,60-65,10296,124,0.012043512043512044,G25
Top 10%,65-70,8371,122,0.014574124955202486,G25
Top 10%,70-75,211,4,0.018957345971563982,G25
Bottom 10%,40-45,3632,1,2.7533039647577095e-4,G30
Bottom 10%,45-50,4764,3,6.297229219143577e-4,G30
Bottom 10%,50-55,5827,13,0.0022309936502488414,G30
Bottom 10%,55-60,7502,13,0.00173287123433751,G30
Bottom 10%,60-65,10716,61,0.005692422545726017,G30
Bottom 10%,65-70,8571,122,0.014234045035585112,G30
Bottom 10%,70-75,202,7,0.034653465346534656,G30
Middle 10%,35-40,2,0,0,G30
Middle 10%,40-45,3598,1,2.7793218454697053e-4,G30
Middle 10%,45-50,4900,0,0,G30
Middle 10%,50-55,5883,6,0.0010198878123406426,G30
Middle 10%,55-60,7429,17,0.002288329519450801,G30
Middle 10%,60-65,10585,65,0.006140765233821445,G30
Middle 10%,65-70,8555,133,0.01554646405610754,G30
Middle 10%,70-75,261,4,0.01532567049808429,G30
Top 10%,40-45,3642,2,5.491488193300384e-4,G30
Top 10%,45-50,5038,4,7.939658594680428e-4,G30
Top 10%,50-55,5932,21,0.0035401213755900203,G30
Top 10%,55-60,7496,79,0.010538954108858058,G30
Top 10%,60-65,10554,311,0.029467500473754026,G30
Top 10%,65-70,8343,584,0.06999880139038715,G30
Top 10%,70-75,209,32,0.15311004784688995,G30
Bottom 10%,40-45,3444,10,0.0029036004645760743,G35
Bottom 10%,45-50,4693,17,0.0036224163647986364,G35
Bottom 10%,50-55,5808,25,0.004304407713498623,G35
Bottom 10%,55-60,7440,24,0.0032258064516129032,G35
Bottom 10%,60-65,10765,30,0.002786809103576405,G35
Bottom 10%,65-70,8823,24,0.0027201632097925877,G35
Bottom 10%,70-75,241,0,0,G35
Middle 10%,35-40,1,0,0,G35
Middle 10%,40-45,3613,20,0.005535566011624689,G35
Middle 10%,45-50,4795,42,0.008759124087591242,G35
Middle 10%,50-55,5833,39,0.006686096348362764,G35
Middle 10%,55-60,7604,50,0.006575486586007364,G35
Middle 10%,60-65,10639,36,0.0033837766707397313,G35
Middle 10%,65-70,8501,27,0.003176096929772968,G35
Middle 10%,70-75,227,0,0,G35
Top 10%,35-40,1,0,0,G35
Top 10%,40-45,4092,27,0.006598240469208211,G35
Top 10%,45-50,5357,52,0.009706925518013814,G35
Top 10%,50-55,6213,51,0.008208594881699663,G35
Top 10%,55-60,7387,61,0.008257750101529715,G35
Top 10%,60-65,9999,57,0.005700570057005701,G35
Top 10%,65-70,7973,38,0.004766085538693089,G35
Top 10%,70-75,192,1,0.005208333333333333,G35
Bottom 10%,40-45,3242,35,0.0107958050586058,G40
Bottom 10%,45-50,4536,47,0.010361552028218694,G40
Bottom 10%,50-55,5661,75,0.013248542660307366,G40
Bottom 10%,55-60,7520,102,0.013563829787234043,G40
Bottom 10%,60-65,10985,142,0.01292671825216204,G40
Bottom 10%,65-70,9048,155,0.01713085764809903,G40
Bottom 10%,70-75,222,4,0.018018018018018018,G40
Middle 10%,40-45,3643,65,0.01784243755146857,G40
Middle 10%,45-50,4910,78,0.015885947046843176,G40
Middle 10%,50-55,5847,92,0.01573456473405165,G40
Middle 10%,55-60,7434,121,0.01627656712402475,G40
Middle 10%,60-65,10653,182,0.01708438937388529,G40
Middle 10%,65-70,8491,171,0.020138970674832175,G40
Middle 10%,70-75,235,7,0.029787234042553193,G40
Top 10%,35-40,3,0,0,G40
Top 10%,40-45,4317,91,0.02107945332406764,G40
Top 10%,45-50,5610,94,0.01675579322638146,G40
Top 10%,50-55,6411,112,0.017469973483075964,G40
Top 10%,55-60,7317,150,0.02050020500205002,G40
Top 10%,60-65,9687,217,0.022401156188706514,G40
Top 10%,65-70,7653,174,0.022736181889455115,G40
Top 10%,70-75,216,6,0.027777777777777776,G40
Bottom 10%,40-45,3329,55,0.016521477921297687,G43
Bottom 10%,45-50,4578,54,0.011795543905635648,G43
Bottom 10%,50-55,5652,77,0.01362349610757254,G43
Bottom 10%,55-60,7552,98,0.012976694915254237,G43
Bottom 10%,60-65,10881,117,0.010752688172043012,G43
Bottom 10%,65-70,9004,78,0.00866281652598845,G43
Bottom 10%,70-75,218,1,0.0045871559633027525,G43
Middle 10%,40-45,3573,92,0.025748670584942627,G43
Middle 10%,45-50,4813,105,0.021815915229586536,G43
Middle 10%,50-55,5964,146,0.02448021462105969,G43
Middle 10%,55-60,7343,127,0.01729538335830042,G43
Middle 10%,60-65,10653,160,0.015019243405613442,G43
Middle 10%,65-70,8610,103,0.011962833914053426,G43
Middle 10%,70-75,257,4,0.01556420233463035,G43
Top 10%,35-40,2,0,0,G43
Top 10%,40-45,4448,182,0.04091726618705036,G43
Top 10%,45-50,5812,224,0.038540949759119064,G43
Top 10%,50-55,6329,206,0.03254858587454574,G43
Top 10%,55-60,7140,214,0.02997198879551821,G43
Top 10%,60-65,9646,254,0.026332158407630105,G43
Top 10%,65-70,7629,162,0.0212347620920173,G43
Top 10%,70-75,208,4,0.019230769230769232,G43
Bottom 10%,40-45,3270,9,0.0027522935779816515,G44
Bottom 10%,45-50,4494,9,0.0020026702269692926,G44
Bottom 10%,50-55,5656,14,0.0024752475247524753,G44
Bottom 10%,55-60,7574,19,0.002508581991021917,G44
Bottom 10%,60-65,10866,21,0.001932633903920486,G44
Bottom 10%,65-70,9130,19,0.00208105147864184,G44
Bottom 10%,70-75,224,0,0,G44
Middle 10%,40-45,3588,15,0.004180602006688963,G44
Middle 10%,45-50,4860,12,0.0024691358024691358,G44
Middle 10%,50-55,5814,22,0.003783969728242174,G44
Middle 10%,55-60,7348,28,0.003810560696788242,G44
Middle 10%,60-65,10660,33,0.0030956848030018764,G44
Middle 10%,65-70,8700,25,0.0028735632183908046,G44
Middle 10%,70-75,243,1,0.00411522633744856,G44
Top 10%,35-40,2,0,0,G44
Top 10%,40-45,4472,26,0.005813953488372093,G44
Top 10%,45-50,5735,36,0.006277244986922406,G44
Top 10%,50-55,6353,35,0.005509208248071777,G44
Top 10%,55-60,7220,38,0.005263157894736842,G44
Top 10%,60-65,9658,37,0.0038310209153033753,G44
Top 10%,65-70,7553,28,0.0037071362372567192,G44
Top 10%,70-75,221,0,0,G44
Bottom 10%,40-45,3314,17,0.0051297525648762825,G45
Bottom 10%,45-50,4703,17,0.0036147140123325536,G45
Bottom 10%,50-55,5654,41,0.007251503360452776,G45
Bottom 10%,55-60,7507,63,0.008392167310510191,G45
Bottom 10%,60-65,10782,150,0.013912075681691708,G45
Bottom 10%,65-70,9003,181,0.0201044096412307,G45
Bottom 10%,70-75,251,6,0.02390438247011952,G45
Middle 10%,40-45,3489,8,0.002292920607623961,G45
Middle 10%,45-50,4767,27,0.005663939584644431,G45
Middle 10%,50-55,5887,58,0.009852216748768473,G45
Middle 10%,55-60,7521,87,0.011567610690067811,G45
Middle 10%,60-65,10718,162,0.015114760216458294,G45
Middle 10%,65-70,8599,210,0.02442144435399465,G45
Middle 10%,70-75,232,7,0.03017241379310345,G45
Top 10%,35-40,1,0,0,G45
Top 10%,40-45,4380,21,0.004794520547945206,G45
Top 10%,45-50,5790,43,0.007426597582037997,G45
Top 10%,50-55,6278,64,0.010194329404268876,G45
Top 10%,55-60,7206,96,0.013322231473771857,G45
Top 10%,60-65,9752,183,0.01876538146021329,G45
Top 10%,65-70,7611,203,0.026671922217842595,G45
Top 10%,70-75,196,5,0.025510204081632654,G45
Bottom 10%,35-40,1,0,0,G47
Bottom 10%,40-45,3280,51,0.015548780487804878,G47
Bottom 10%,45-50,4648,81,0.017426850258175558,G47
Bottom 10%,50-55,5683,115,0.02023579095548126,G47
Bottom 10%,55-60,7566,144,0.0190325138778747,G47
Bottom 10%,60-65,10819,218,0.02014973657454478,G47
Bottom 10%,65-70,8962,161,0.01796474001338987,G47
Bottom 10%,70-75,255,3,0.011764705882352941,G47
Middle 10%,40-45,3612,84,0.023255813953488372,G47
Middle 10%,45-50,4785,150,0.03134796238244514,G47
Middle 10%,50-55,5882,207,0.0351921115266916,G47
Middle 10%,55-60,7427,226,0.03042951393564023,G47
Middle 10%,60-65,10736,296,0.027570789865871834,G47
Middle 10%,65-70,8541,226,0.026460601803067557,G47
Middle 10%,70-75,230,3,0.013043478260869565,G47
Top 10%,35-40,2,0,0,G47
Top 10%,40-45,4309,184,0.04270132281271757,G47
Top 10%,45-50,5580,263,0.047132616487455196,G47
Top 10%,50-55,6310,302,0.04786053882725832,G47
Top 10%,55-60,7275,352,0.048384879725085914,G47
Top 10%,60-65,9830,409,0.04160732451678535,G47
Top 10%,65-70,7705,303,0.03932511356262167,G47
Top 10%,70-75,203,8,0.03940886699507389,G47
Bottom 10%,35-40,1,0,0,G50
Bottom 10%,40-45,3384,7,0.0020685579196217494,G50
Bottom 10%,45-50,4566,9,0.0019710906701708277,G50
Bottom 10%,50-55,5690,11,0.0019332161687170475,G50
Bottom 10%,55-60,7608,14,0.001840168243953733,G50
Bottom 10%,60-65,10830,31,0.0028624192059095105,G50
Bottom 10%,65-70,8919,27,0.0030272452068617556,G50
Bottom 10%,70-75,216,1,0.004629629629629629,G50
Middle 10%,40-45,3675,6,0.0016326530612244899,G50
Middle 10%,45-50,4852,10,0.002061005770816158,G50
Middle 10%,50-55,5909,14,0.0023692672194956846,G50
Middle 10%,55-60,7416,15,0.0020226537216828477,G50
Middle 10%,60-65,10566,38,0.0035964414158621994,G50
Middle 10%,65-70,8585,33,0.0038439138031450206,G50
Middle 10%,70-75,210,0,0,G50
Top 10%,35-40,1,0,0,G50
Top 10%,40-45,4058,4,9.857072449482504e-4,G50
Top 10%,45-50,5209,11,0.0021117296985985793,G50
Top 10%,50-55,6104,16,0.002621231979030144,G50
Top 10%,55-60,7289,25,0.0034298257648511456,G50
Top 10%,60-65,10328,53,0.005131680867544539,G50
Top 10%,65-70,8004,43,0.00537231384307846,G50
Top 10%,70-75,221,1,0.004524886877828055,G50
Bottom 10%,40-45,3313,10,0.003018412315122246,G51
Bottom 10%,45-50,4730,15,0.003171247357293869,G51
Bottom 10%,50-55,5741,24,0.004180456366486675,G51
Bottom 10%,55-60,7585,29,0.0038233355306526036,G51
Bottom 10%,60-65,10823,42,0.003880624595768271,G51
Bottom 10%,65-70,8790,41,0.004664391353811149,G51
Bottom 10%,70-75,232,0,0,G51
Middle 10%,40-45,3595,13,0.0036161335187760778,G51
Middle 10%,45-50,4809,15,0.0031191515907673115,G51
Middle 10%,50-55,5914,20,0.0033818058843422386,G51
Middle 10%,55-60,7498,36,0.00480128034142438,G51
Middle 10%,60-65,10495,53,0.00505002382086708,G51
Middle 10%,65-70,8686,57,0.006562284135390283,G51
Middle 10%,70-75,216,1,0.004629629629629629,G51
Top 10%,35-40,2,0,0,G51
Top 10%,40-45,4206,12,0.0028530670470756064,G51
Top 10%,45-50,5520,27,0.004891304347826087,G51
Top 10%,50-55,6232,38,0.006097560975609756,G51
Top 10%,55-60,7274,37,0.005086609843277427,G51
Top 10%,60-65,9782,60,0.006133714986710284,G51
Top 10%,65-70,7994,45,0.005629221916437328,G51
Top 10%,70-75,204,0,0,G51
Bottom 10%,35-40,1,0,0,G54
Bottom 10%,40-45,3357,7,0.002085195114685731,G54
Bottom 10%,45-50,4812,10,0.0020781379883624274,G54
Bottom 10%,50-55,5843,9,0.00154030463802841,G54
Bottom 10%,55-60,7545,9,0.0011928429423459245,G54
Bottom 10%,60-65,10570,11,0.0010406811731315043,G54
Bottom 10%,65-70,8827,9,0.0010195989577432877,G54
Bottom 10%,70-75,259,1,0.003861003861003861,G54
Middle 10%,40-45,3547,6,0.0016915703411333521,G54
Middle 10%,45-50,4913,10,0.0020354162426216163,G54
Middle 10%,50-55,5849,11,0.0018806633612583347,G54
Middle 10%,55-60,7502,14,0.0018661690215942416,G54
Middle 10%,60-65,10617,18,0.0016953941791466515,G54
Middle 10%,65-70,8548,14,0.0016378100140383716,G54
Middle 10%,70-75,237,0,0,G54
Top 10%,40-45,3925,8,0.002038216560509554,G54
Top 10%,45-50,5149,16,0.003107399495047582,G54
Top 10%,50-55,5963,15,0.0025155123260103976,G54
Top 10%,55-60,7425,18,0.0024242424242424242,G54
Top 10%,60-65,10370,23,0.002217936354869817,G54
Top 10%,65-70,8188,32,0.0039081582804103565,G54
Top 10%,70-75,194,0,0,G54
Bottom 10%,35-40,2,0,0,G56
Bottom 10%,40-45,3391,65,0.019168386906517253,G56
Bottom 10%,45-50,4696,96,0.020442930153321975,G56
Bottom 10%,50-55,5687,132,0.02321083172147002,G56
Bottom 10%,55-60,7453,167,0.022407084395545417,G56
Bottom 10%,60-65,10926,263,0.024071023247300018,G56
Bottom 10%,65-70,8824,229,0.025951949229374435,G56
Bottom 10%,70-75,235,10,0.0425531914893617,G56
Middle 10%,35-40,1,0,0,G56
Middle 10%,40-45,3630,97,0.02672176308539945,G56
Middle 10%,45-50,4961,163,0.0328562789760129,G56
Middle 10%,50-55,5881,236,0.04012922972283625,G56
Middle 10%,55-60,7386,315,0.042648253452477664,G56
Middle 10%,60-65,10533,437,0.041488654704262794,G56
Middle 10%,65-70,8575,362,0.04221574344023324,G56
Middle 10%,70-75,246,16,0.06504065040650407,G56
Top 10%,40-45,3992,211,0.05285571142284569,G56
Top 10%,45-50,5249,288,0.05486759382739569,G56
Top 10%,50-55,6149,438,0.07123109448690844,G56
Top 10%,55-60,7429,541,0.07282272176605196,G56
Top 10%,60-65,10098,765,0.07575757575757576,G56
Top 10%,65-70,8099,562,0.06939128287442894,G56
Top 10%,70-75,198,13,0.06565656565656566,G56
Bottom 10%,40-45,3413,17,0.004980955171403457,G57
Bottom 10%,45-50,4813,17,0.0035321005609806775,G57
Bottom 10%,50-55,5658,27,0.004772004241781549,G57
Bottom 10%,55-60,7465,40,0.0053583389149363695,G57
Bottom 10%,60-65,10686,65,0.006082725060827251,G57
Bottom 10%,65-70,8941,36,0.004026395257801141,G57
