icd,case_num,autogluon,tabpfn,glm,superlearner,unsemble,single,description
F40,2699,0.535603854521157,0.5479774965900948,0.5394876852877926,0.5382516670639546,0.5354818681988176,0.5428558135736257,Phobic anxiety disorders
E06,4034,0.5724751200658228,0.5685085894693447,0.5734448938486333,0.5760338972600834,0.5340858230838268,0.5710498218510012,Thyroiditis
D64,26574,0.5212573623786734,0.5176457524419804,0.5211882766661394,0.5216987804603515,0.5047563438757989,0.5192671291794536,Other anemias
H60,5663,0.5416297271779714,0.554929498242139,0.5438888138547701,0.5438888138547701,0.5024243880418223,0.5354938872573091,Otitis externa
D18,15310,0.5101222588351148,0.5097436627123042,0.5113108393501415,0.5125570337735499,0.4920254984536653,0.5188479690056478,"Hemangioma and lymphangioma, any site"
J15,1831,0.5212281725520886,0.5133621417072386,0.5305868046614279,0.5289521766467694,0.5019037531008028,0.5354463617327087,"Bacterial pneumonia, not elsewhere classified"
L05,510,0.5536630339048119,0.5695272444986308,0.5615620880495958,0.5610675221990054,0.4363916450377932,0.577465837618053,Pilonidal cyst and sinus
K80,7561,0.5755853794035619,0.584843495426853,0.5754269809200574,0.5745523591148354,0.5496472533191846,0.5896239896511429,Cholelithiasis
C90,645,0.5335139962187802,0.5382580743927984,0.5308231576378581,0.5299923747411744,0.5015800456537268,0.5397590445336167,Multiple myeloma and malignant plasma cell neoplasms
A04,2457,0.5321504169239145,0.5207504614114221,0.5356593288680342,0.5356593288680342,0.4938004496597143,0.5316807504189541,Other bacterial intestinal infections
N19,955,0.5203808997684267,0.5324141781849475,0.5276540275830223,0.5283949800675116,0.4750751697454574,0.5316128717246154,Unspecified kidney failure
I45,6583,0.5327244804518502,0.5339207906673729,0.5366597740194978,0.5405731976271856,0.520738346341608,0.5345608907322522,Other conduction disorders
K25,2529,0.5246777938805113,0.5269983638050314,0.5334520523542334,0.5334520523542334,0.4952883231383423,0.5270511562766653,Gastric ulcer
M51,18961,0.5745491710408878,0.5685998761224401,0.5774909228867056,0.5780229031758757,0.5468144615341912,0.571402873311772,"Thoracic, thoracolum, and lumbosacral intvrt disc disorders"
M40,1746,0.5320494391387284,0.5255464949898724,0.5285644349135165,0.5269770900558254,0.4954465861967301,0.5352572571123293,Kyphosis and lordosis
I12,8001,0.5584686245936124,0.5515422735255624,0.5596836121696056,0.5594529932262645,0.5167369993724517,0.5562027180515796,Hypertensive chronic kidney disease
