icd,case_num,autogluon,tabpfn,glm,superlearner,unsemble,single,description
D32,1036,0.5626406424130663,0.5738879859120884,0.5877958697655454,0.5839942584809598,0.502248026864584,0.5853353704031947,Benign neoplasm of meninges
I48,14203,0.6083682630302958,0.6096388074535227,0.6106040981553658,0.6108071290558363,0.5934281997798799,0.6100002518676315,Atrial fibrillation and flutter
M17,23201,0.5814081663875842,0.5927762910803007,0.5833104851178017,0.5830980683761416,0.5516945222091013,0.5821443293393317,Osteoarthritis of knee
J35,1773,0.5223941881235968,0.5541056922584217,0.5441039309387823,0.5423926467012862,0.4668002563026027,0.5568965093792007,Chronic diseases of tonsils and adenoids
E78,73780,0.5818855509702667,0.5823310166558053,0.5832457109023269,0.5833714579233125,0.4639408020907422,0.5773700473314198,Disorders of lipoprotein metabolism and other lipidemias
M10,5611,0.6282225138200572,0.6269351653613774,0.6348746668856199,0.6345479185902928,0.5642205571162386,0.6253928588165205,Gout
F31,6594,0.5418547171071273,0.5405368824025553,0.548608219892541,0.5487445821695651,0.561067966473113,0.5589623416671118,Bipolar disorder
D51,1961,0.5583676117787102,0.5567315171544357,0.5660966352713178,0.5660966352713178,0.5074854074551107,0.567744813669427,Vitamin B12 deficiency anemia
S22,4714,0.5428881263578277,0.5596336048552095,0.5470412252820408,0.5474881579670973,0.4982227175187033,0.5341499386044674,"Fracture of rib(s), sternum and thoracic spine"
M05,1529,0.5774742657093322,0.5758008962533845,0.5874663762385712,0.577327016570681,0.5780695767739819,0.5877574401835375,Rheumatoid arthritis with rheumatoid factor
N81,4629,0.5768355242363842,0.5876272224142655,0.5812047617950521,0.5812904445678502,0.5237942378529397,0.5792627792871241,Female genital prolapse
F33,17711,0.5581779788159068,0.5523704794776687,0.5606136450529634,0.5610614424134682,0.5628933159375792,0.5581027436626603,"Major depressive disorder, recurrent"
J42,1465,0.5513176738535015,0.5775217368056376,0.5620961439579977,0.5623023960470881,0.5057865422925133,0.56250447807743,Unspecified chronic bronchitis
N18,15226,0.5529658441205553,0.5544527387480379,0.55731565836891,0.5575705190467336,0.48637650365322,0.5397646067591253,Chronic kidney disease (CKD)
L97,3819,0.5648597514860623,0.571395617734812,0.5725068076933777,0.5721439496643788,0.4871063982248008,0.5608834534257806,"Non-pressure chronic ulcer of lower limb, NEC"
