icd,case_num,autogluon,tabpfn,glm,superlearner,unsemble,single,description
K51,2496,0.5943051489015596,0.5914239632518552,0.5951186133032043,0.5959936524795246,0.573477016709411,0.5893889086425315,Ulcerative colitis
K57,22859,0.5751790513658083,0.576066546634956,0.5796052677348176,0.5797708722388438,0.5656599431898583,0.574424967859583,Diverticular disease of intestine
K60,1755,0.5411611206998405,0.5267665803089204,0.567296044093415,0.5689474383792255,0.5082867980154552,0.5386324736522671,Fissure and fistula of anal and rectal regions
K70,1380,0.5906873850947513,0.5950837111931675,0.593993737740509,0.5940727685769301,0.449775417378579,0.5737095555355607,Alcoholic liver disease
K74,3026,0.5817081963321015,0.5849267833544364,0.5896650284220036,0.5887569718011698,0.5569539790054762,0.5653438067548708,Fibrosis and cirrhosis of liver
K75,2856,0.5889351018324654,0.5785793503288794,0.5994316846945972,0.5994316846945972,0.4486245652401687,0.5751388257840051,Other inflammatory liver diseases
K76,16616,0.5600064085119993,0.554174999022159,0.5647171669151696,0.5647171669151696,0.4834230497849368,0.5427501129018452,Other diseases of liver
K80,7561,0.5616827423803161,0.5590126035736045,0.5660180857209641,0.5674260977993193,0.518519192159934,0.5494493133394984,Cholelithiasis
K81,2234,0.5558708789974485,0.5537696255912656,0.5616203855152817,0.5614744960449266,0.4845601259757108,0.539849890043422,Cholecystitis
L40,5275,0.5800507374835789,0.5900230088397918,0.5870334446782703,0.586252693214778,0.5208768013412635,0.585490483325477,Psoriasis
L57,21892,0.5538577361570317,0.5438124946058219,0.562657212480095,0.5627428899647976,0.5209200426327893,0.5494399360100825,Skin changes due to chronic expsr to nonionizing radiation
L97,3819,0.6076143269308097,0.6070839998410315,0.6048293305358327,0.6050677577943623,0.4696587039498273,0.5874499879521119,"Non-pressure chronic ulcer of lower limb, NEC"
M05,1529,0.6046799727984908,0.604471332028124,0.5977133536959474,0.5974141852007908,0.5787107773594591,0.5962998789873445,Rheumatoid arthritis with rheumatoid factor
M06,4888,0.551097254122424,0.546124023419234,0.5678742290372708,0.5679885340672944,0.5260834087169085,0.5430337015626139,Other rheumatoid arthritis
M10,5611,0.6227029479339081,0.6202952091340539,0.6175877460413096,0.6176092563785746,0.5480635596394454,0.6094346863528729,Gout
M16,11771,0.5508026895103625,0.5447778085447935,0.5638939699483404,0.5641561950953135,0.5384127575579115,0.556612588151855,Osteoarthritis of hip
M17,23201,0.5690803346194666,0.5703852968052854,0.5729994819026623,0.5727906781372379,0.5317912116673559,0.5652484149281762,Osteoarthritis of knee
